nom,age,nationalite,club,valeur,salaire,rupture,attaque/defense,pied
T. Baumgart,20,Germany,FC Erzgebirge Aue,600,1,1100.0,Medium/ Medium,Right
T. Handwerker,20,Germany,FC Groningen,650,3,,Medium/ Medium,Left
Huang Zichang,21,China,Jiangsu Suning FC,600,3,1400.0,High/ Low,Right
L. Pons,28,Argentina,San Martin de Tucumán,375,3,544.0,High/ Medium,Right
G. Alucema,25,Chile,CD Everton de Viña del Mar,375,1,534.0,Medium/ Medium,Right
P. Heredia,28,Argentina,Belgrano de Córdoba,300,2,458.0,Medium/ Medium,Right
A. Cistana,21,Italy,Brescia,525,1,919.0,Medium/ High,Right
S. Essende,20,France,KAS Eupen,650,10,,Medium/ Medium,Right
A. Bakayoko,22,Sierra Leone,Coventry City,500,2,913.0,Medium/ Medium,Left
Montoro,23,Spain,UD Almería,425,2,744.0,Medium/ Medium,Right
Tang Shi,23,China,Guangzhou Evergrande Taobao FC,525,3,1300.0,Medium/ Low,Left
S. Horemans,20,Belgium,Excelsior,550,3,,Medium/ Medium,Right
J. Rodríguez,24,Argentina,San Martín de San Juan,450,2,743.0,Medium/ Medium,Right
O. Tounkara,28,France,La Berrichonne de Châteauroux,375,2,656.0,High/ Medium,Right
Choi Jae Soo,35,South Korea,Gyeongnam FC,80,1,100.0,High/ Medium,Left
J. McNerney,28,United Kingdom,Crawley Town,325,2,593.0,Low/ High,Right
N. Fujita,31,Japan,Vissel Kobe,325,2,406.0,Medium/ Medium,Right
D. Giraldo,20,Colombia,Rionegro Águilas,725,1,1400.0,Medium/ Medium,Right
J. Flores,22,United Kingdom,Östersunds FK,525,8,,Medium/ Medium,Right
S. Gbegnon,26,Togo,AS Béziers,400,1,730.0,Medium/ Medium,Right
G. Rogers,36,Republic of Ireland,Dundalk,50,1,78.0,Medium/ Medium,Right
Maximiano,23,Brazil,Minnesota United FC,475,1,808.0,Medium/ Medium,Right
M. Al Dhaw,24,Sudan,Ohod Club,475,4,819.0,High/ Low,Right
K. Despodov,21,Bulgaria,,0,0,,High/ Medium,Right
T. Schilk,26,Germany,Hallescher FC,375,1,572.0,Medium/ Medium,Right
A. Sharahili,24,Saudi Arabia,Al Hilal,475,5,903.0,Medium/ Medium,Left
S. Pawłowski,31,Poland,Zagłębie Sosnowiec,325,1,439.0,High/ Medium,Right
K. Schwertfeger,29,Germany,KFC Uerdingen 05,290,2,421.0,Medium/ Medium,Right
E. Baldini,21,Italy,Ascoli,625,1,1100.0,High/ Low,Right
O. Framelin,21,Cameroon,CD Nacional,375,1,863.0,Medium/ Medium,Right
T. Conechny,20,Argentina,Portland Timbers,825,3,,High/ Low,Left
K. Osyra,25,Poland,Miedź Legnica,425,1,606.0,Medium/ Medium,Right
F. Cernuto,26,Italy,Venezia FC,375,1,609.0,Medium/ Medium,Right
N. Pierini,19,Italy,Spezia,800,5,,High/ Low,Right
R. Uldrikis,20,Latvia,FC Sion,825,5,1700.0,High/ Medium,Right
P. Wilson,21,Sweden,GIF Sundsvall,600,1,870.0,Medium/ Medium,Right
A. Dijksteel,21,Netherlands,Charlton Athletic,550,2,1100.0,Medium/ Medium,Right
S. Pérez,27,Chile,CD Palestino,290,1,413.0,Medium/ Medium,Right
S. Larsen,30,Norway,IK Start,270,1,338.0,Medium/ Medium,Right
F. Barrientos,21,Chile,CD Palestino,700,1,1400.0,Medium/ Medium,Right
J. Putze,23,Germany,VfL Sportfreunde Lotte,425,1,648.0,Medium/ Medium,Right
A. Al Sulayhim,24,Saudi Arabia,Al Shabab,425,5,733.0,Medium/ Medium,Right
Wanderson,29,Brazil,Jeonnam Dragons,350,2,438.0,High/ Medium,Left
L. García,20,Colombia,Sevilla FC,425,2,978.0,Medium/ Medium,Right
S. Pino,24,Chile,CD Universidad de Concepción,525,1,840.0,Medium/ Medium,Right
Y. Matsushita,24,Japan,Vissel Kobe,500,2,663.0,High/ High,Left
L. Rath,26,Austria,SV Mattersburg,375,4,572.0,Medium/ Medium,Left
E. Mjelde,34,Norway,Sandefjord Fotball,180,1,225.0,High/ Medium,Left
D. Buchanan,32,Northern Ireland,Northampton Town,200,3,350.0,Medium/ Medium,Left
P. Pomykal,18,United States of America,FC Dallas,750,1,1600.0,High/ Medium,Left
J. O'Brien,30,United Kingdom,Bradford City,350,3,613.0,High/ Medium,Right
Y. Tanaka,32,Japan,Cerezo Osaka,200,2,250.0,High/ High,Right
B. Babiarz,29,Poland,Zagłębie Sosnowiec,290,1,392.0,Medium/ High,Right
M. Sans,30,France,Chamois Niortais Football Club,270,1,473.0,Low/ Medium,Right
Fran Cruz,27,Spain,Miedź Legnica,300,1,405.0,Medium/ Medium,Right
S. Sama,25,Germany,Heracles Almelo,425,2,648.0,Medium/ Medium,Right
D. Wiebe,24,Germany,SC Preußen Münster,400,1,610.0,Medium/ Medium,Right
Juan Hernández,23,Spain,Cádiz CF,500,4,,Medium/ Medium,Left
M. Spelmann,31,Denmark,Aarhus GF,325,3,406.0,High/ High,Right
J. Beyer,18,Germany,Borussia Mönchengladbach,675,2,1600.0,Medium/ Medium,Right
S. Robinson,26,United Kingdom,Livingston FC,425,2,776.0,Medium/ High,Right
O. Berg,24,Norway,GIF Sundsvall,475,1,629.0,High/ High,Right
J. Arctander Moe,22,Norway,Stabæk Fotball,475,1,689.0,Medium/ High,Left
T. Hagn,23,Germany,SpVgg Unterhaching,500,1,763.0,Medium/ High,Left
H. Camara,20,Saudi Arabia,Al Qadisiyah,825,3,1900.0,High/ Low,Right
Alberto Espeso,20,Spain,Real Sporting de Gijón,575,1,1000.0,Medium/ Medium,Left
Kim Gun Hee,23,South Korea,Sangju Sangmu FC,525,2,,High/ Medium,Right
S. Schimmer,24,Germany,SpVgg Unterhaching,500,1,763.0,Medium/ Medium,Right
Paulo Vitor,19,Brazil,Albacete BP,800,1,1800.0,Medium/ Medium,Right
David Alba,19,Spain,Getafe CF,550,2,1300.0,Medium/ Medium,Right
R. Hedges,22,United Kingdom,Barnsley,575,2,1100.0,Medium/ Medium,Left
T. Moore,21,United Kingdom,Southend United,500,5,,Medium/ Medium,Right
W. Viitala,26,Finland,Malmö FF,350,1,481.0,Medium/ Medium,Right
A. Al Najjar,21,Saudi Arabia,Al Ittihad,650,5,1200.0,High/ Medium,Right
Gonzalo Pereira,21,Spain,CF Reus Deportiu,475,1,831.0,Medium/ Medium,Right
M. Ristl,21,Germany,VfR Aalen,450,1,743.0,Medium/ Medium,Right
J. Lungi Sørensen,20,Denmark,Esbjerg fB,625,2,906.0,High/ Medium,Right
D. Tshiembe,26,Denmark,Hamilton Academical FC,375,2,684.0,Medium/ Medium,Right
I. De Santis,21,Italy,Ascoli,575,1,1000.0,Medium/ Medium,Right
L. Krogh Gerson,28,Luxembourg,IFK Norrköping,300,2,375.0,Medium/ Medium,Right
V. Bindia,28,Senegal,Sandefjord Fotball,290,1,363.0,Medium/ Medium,Right
A. Ferati,20,Germany,Hamburger SV,625,2,1100.0,Medium/ Medium,Left
M. Penney,20,United Kingdom,Sheffield Wednesday,725,4,1800.0,High/ Medium,Left
A. Ibrahimaj,26,Germany,KFC Uerdingen 05,400,2,580.0,Medium/ Medium,Right
R. Lamie,25,United Kingdom,Livingston FC,400,1,730.0,Medium/ Medium,Left
J. Smith,31,United Kingdom,Crawley Town,325,2,569.0,Medium/ Medium,Right
D. Soto,19,Chile,CD Universidad de Concepción,700,1,1400.0,High/ Medium,Left
T. Vincensini,24,France,Valenciennes FC,375,1,731.0,Medium/ Medium,Right
A. Al Barakah,27,Saudi Arabia,Al Fayha,300,4,495.0,Medium/ High,Right
D. Barreto,25,Paraguay,Alianza Petrolera,475,1,677.0,Medium/ Medium,Right
A. Andrianarimanana,27,Madagascar,Kaizer Chiefs,425,1,967.0,High/ High,Right
Ricardo Schutte,20,Portugal,Rio Ave FC,575,2,1300.0,Medium/ Medium,Right
D. Jubitana,19,Belgium,Waasland-Beveren,650,1,1100.0,Medium/ Medium,Left
M. Salas,20,Argentina,CD O'Higgins,600,1,930.0,High/ Low,Left
C. Dummigan,22,Northern Ireland,Oldham Athletic,475,3,926.0,High/ Medium,Right
R. Córdoba,28,Colombia,Jaguares de Córdoba,325,1,463.0,Medium/ Medium,Right
C. Lindquist,22,Norway,Strømsgodset IF,450,1,653.0,High/ Medium,Right
S. Donnellan,21,Republic of Ireland,Yeovil Town,475,1,926.0,Medium/ Medium,Right
D. Kozica,25,Sweden,Djurgårdens IF,475,1,629.0,Medium/ Medium,Right
T. Ephestion,23,France,US Orléans Loiret Football,500,1,975.0,Medium/ Medium,Left
W. Jordán,27,Colombia,Itagüí Leones FC,400,1,540.0,High/ Low,Right
F. Jagiełło,20,Poland,Zagłębie Lubin,550,1,853.0,Medium/ Medium,Right
H. Storbæk,32,Norway,Sandefjord Fotball,280,1,350.0,Medium/ Medium,Right
M. Mandron,23,France,Colchester United,525,3,1000.0,High/ High,Left
Robert Costa,24,Spain,RC Celta,500,3,1200.0,Medium/ Medium,Right
Borja Fernández,22,Spain,Miedź Legnica,550,1,853.0,Medium/ Medium,Right
Jang Dae Hee,24,South Korea,Jeonnam Dragons,400,1,580.0,Medium/ Medium,Right
M. Barreiro,33,Argentina,Atlético Huila,230,1,311.0,Medium/ Medium,Right
Kang Ji Hoon,21,South Korea,Gangwon FC,525,1,761.0,Medium/ Medium,Right
M. Rasmussen,20,Norway,FC Nordsjælland,525,3,761.0,Medium/ Medium,Left
F. Barboza,21,Argentina,Argentinos Juniors,650,2,1100.0,Medium/ Low,Right
Fábio Ferreira,29,Portugal,Perth Glory,350,2,438.0,High/ Low,Right
Lee Jin Hyun,20,South Korea,Pohang Steelers,600,1,870.0,Medium/ Medium,Left
L. Meisl,19,Austria,SKN St. Pölten,575,3,,Medium/ Medium,Right
F. Lepore,32,Italy,Lecce,200,1,310.0,High/ Medium,Right
A. Bah,20,Denmark,SønderjyskE,650,2,943.0,Medium/ High,Right
F. Coniglio,26,Argentina,Club Atlético Lanús,450,4,,High/ Medium,Right
J. Hjorth,23,Denmark,Vendsyssel FF,500,2,725.0,Medium/ High,Right
E. Frederiksen,17,Denmark,SC Heerenveen,725,1,1500.0,Medium/ Medium,Left
G. Ingrosso,29,Italy,Ascoli,325,1,528.0,Medium/ Medium,Right
Ander Cantero,23,Spain,CF Rayo Majadahonda,375,3,,Medium/ Medium,Left
Bae Ki Jong,35,South Korea,Gyeongnam FC,160,1,200.0,Medium/ Low,Right
Jorge Félix,26,Spain,Piast Gliwice,400,2,540.0,Medium/ Medium,Right
H. Akino,23,Japan,Shonan Bellmare,450,2,,Medium/ Medium,Left
A. Layouni,25,Sweden,FK Bodø/Glimt,450,1,596.0,Medium/ Medium,Left
J. Salazar,21,Colombia,Millonarios FC,800,1,1600.0,Medium/ Medium,Right
M. Kallesøe,21,Denmark,Randers FC,600,2,870.0,High/ High,Right
L. Sierra,30,Colombia,Once Caldas,270,1,365.0,Medium/ High,Right
R. Guder,23,Germany,SV Wehen Wiesbaden,525,2,866.0,Medium/ Medium,Right
S. Bywater,37,United Kingdom,Burton Albion,20,1,35.0,Medium/ Medium,Right
A. Bangoura,22,Guinea,Al Fateh,550,5,1000.0,Medium/ Medium,Right
Chema,20,Spain,UD Almería,650,1,1100.0,Medium/ Medium,Right
O. Kudryk,21,Ukraine,Shakhtar Donetsk,450,1,1000.0,Medium/ Medium,Right
D. Todorovic,21,Bosnia Herzegovina,FC Red Bull Salzburg,550,4,935.0,Medium/ Medium,Right
D. Denić,22,Republic of Serbia,Rosenborg BK,575,1,863.0,Medium/ High,Right
P. Cowan-Hall,27,United Kingdom,Wycombe Wanderers,375,2,656.0,High/ Medium,Right
P. McGinn,27,United Kingdom,St. Mirren,300,2,525.0,Medium/ Medium,Right
K. Bielik,20,Poland,Charlton Athletic,725,10,,Medium/ High,Right
D. Hümmet,21,Turkey,Trelleborgs FF,525,1,761.0,High/ Low,Right
A. Mora,20,Mexico,Deportivo Toluca,475,3,903.0,Low/ High,Left
K. Magennis,19,United Kingdom,St. Mirren,775,1,1800.0,Medium/ Medium,Right
J. Mountney,25,Republic of Ireland,Dundalk,475,1,772.0,Medium/ Low,Right
P. Pflücke,21,Germany,KFC Uerdingen 05,625,1,1000.0,Medium/ Medium,Left
N. Falasco,24,Italy,Perugia,375,1,609.0,Medium/ Medium,Left
A. Skovgaard,21,Denmark,FC Nordsjælland,525,2,761.0,Medium/ Medium,Left
F. Al Yamani,28,Saudi Arabia,Al Faisaly,300,5,495.0,Medium/ Medium,Right
C. Maboulou,28,Congo,AS Nancy Lorraine,375,2,656.0,Medium/ Medium,Right
R. McCabe,25,United Kingdom,Sligo Rovers,450,1,731.0,Medium/ Medium,Right
M. McNulty,37,Republic of Ireland,Cork City,20,1,31.0,Medium/ Medium,Right
L. Corti,37,Argentina,San Martín de San Juan,20,2,29.0,Medium/ Medium,Right
E. Parish,28,United Kingdom,Dundee FC,300,1,548.0,Medium/ Medium,Right
R. Tongyik,21,Australia,Western Sydney Wanderers,475,1,689.0,High/ Medium,Right
Bolaños,23,Spain,CD Tenerife,550,2,990.0,Medium/ Medium,Right
W. Meyiwa,18,South Africa,Kaizer Chiefs,750,1,2100.0,Medium/ Medium,Right
D. Reimann,21,Germany,Holstein Kiel,450,1,788.0,Medium/ Medium,Right
T. Heintz,19,Norway,Sarpsborg 08 FF,625,1,906.0,Medium/ Medium,Right
K. Dermaku,26,Albania,Cosenza,375,1,609.0,Medium/ Medium,Left
A. Mendes Moreira,23,Netherlands,FC Groningen,500,2,825.0,Medium/ Medium,Left
K. Seki,32,Japan,Vegalta Sendai,170,1,213.0,Medium/ Medium,Right
M. Doucouré,20,France,Borussia Mönchengladbach,600,3,1400.0,Medium/ Low,Left
S. Beusnard,26,France,AS Béziers,350,1,639.0,Medium/ Medium,Right
J. Kamber,26,Switzerland,Neuchâtel Xamax,300,2,458.0,Medium/ High,Left
G. Mutombo,22,France,US Orléans Loiret Football,375,1,731.0,Medium/ Medium,Right
B. Lubala,20,DR Congo,Birmingham City,675,4,1700.0,Medium/ Medium,Right
S. Zizzo,31,United States of America,Atlanta United,200,1,300.0,Medium/ Medium,Right
A. Horwath,31,United States of America,Real Salt Lake,180,1,270.0,Medium/ Medium,Right
R. Healey,23,United Kingdom,Milton Keynes Dons,425,7,,High/ Medium,Right
O. Muzayil,25,Saudi Arabia,Al Ittihad,300,5,533.0,Medium/ Medium,Right
A. Taylor,32,United Kingdom,Oldham Athletic,170,3,298.0,Medium/ Medium,Left
A. Sosa,18,Argentina,Club Atlético Banfield,475,1,1000.0,Medium/ High,Right
J. Cruz,19,Mexico,Tigres U.A.N.L.,450,3,810.0,Low/ Medium,Right
Jordi Sánchez,23,Spain,CD Numancia,425,2,765.0,Medium/ Medium,Right
Wan Houliang,32,China,Beijing Renhe FC,170,2,366.0,Medium/ High,Right
J. Morrell,21,United Kingdom,Bristol City,475,5,998.0,Medium/ Medium,Right
R. Macek,21,Czech Republic,FC Lugano,525,10,,High/ Medium,Right
Idrisa Sambú,20,Portugal,Royal Excel Mouscron,525,2,866.0,High/ Low,Right
D. Steininger,23,Germany,SpVgg Greuther Fürth,450,2,788.0,Medium/ Medium,Right
M. Kuleli,20,Turkey,Çaykur Rizespor,400,1,880.0,Medium/ Medium,Right
K. Duncan,20,United States of America,New York Red Bulls,475,1,808.0,Medium/ Medium,Right
M. Eskihellaç,21,Turkey,Yeni Malatyaspor,450,2,990.0,Medium/ Medium,Right
Bruno Michel,19,Brazil,Ohod Club,525,2,971.0,Medium/ Low,Left
L. Nolan,23,Northern Ireland,Accrington Stanley,400,1,730.0,Medium/ Medium,Right
H. Futami,26,Japan,Shimizu S-Pulse,260,1,325.0,Medium/ High,Left
D. Otto,19,Germany,TSG 1899 Hoffenheim,650,3,1500.0,Medium/ Medium,Right
Quique Cebriá,23,Spain,SD Eibar,350,2,805.0,Medium/ Medium,Right
D. Granli,24,Norway,Stabæk Fotball,375,1,544.0,Medium/ Medium,Right
J. Vargas,23,Costa Rica,Deportes Tolima,375,1,600.0,Medium/ Medium,Right
Túlio Nevinha,30,Brazil,Ceará Sporting Club,230,3,426.0,Medium/ Medium,Right
D. Sappa,23,Argentina,Estudiantes de La Plata,350,2,595.0,Medium/ Medium,Right
N. Boxall,26,New Zealand,,0,0,,Medium/ High,Right
Emilio Bernad,18,Spain,Valencia CF,500,1,1400.0,Medium/ Medium,Right
Murilo Mendes,23,Brazil,Livorno,425,1,744.0,Medium/ Medium,Right
J. Obrian,23,Colombia,Deportes Tolima,425,1,680.0,Medium/ Low,Right
M. Nicolas,20,Germany,Borussia Mönchengladbach,550,2,1300.0,Medium/ Medium,Right
J. Möbius,21,Germany,Karlsruher SC,525,1,866.0,High/ Medium,Right
Thallyson,26,Brazil,Sint-Truidense VV,290,2,457.0,High/ Medium,Left
C. Kobald,20,Austria,Karlsruher SC,400,1,660.0,Medium/ Medium,Right
J. Gray,22,United Kingdom,Yeovil Town,400,2,730.0,Medium/ Medium,Right
S. Nelson,36,United Kingdom,Yeovil Town,40,1,70.0,Medium/ Medium,Right
D. Sołdecki,31,Poland,Arka Gdynia,200,1,270.0,Medium/ Medium,Right
M. Hongla,20,Cameroon,Granada CF,400,1,720.0,Low/ High,Right
V. Dragomir,19,Romania,Perugia,650,1,1400.0,High/ Medium,Left
D. Schmidt,26,Japan,Vegalta Sendai,260,1,345.0,Medium/ Medium,Right
Ayala,21,Spain,CF Reus Deportiu,400,1,700.0,Medium/ Medium,Right
N. Erlbeck,25,Germany,FC Carl Zeiss Jena,375,1,572.0,Medium/ Medium,Left
D. Gallagher,27,United Kingdom,Livingston FC,300,1,548.0,Low/ High,Right
M. Hauptmeijer,21,Netherlands,PEC Zwolle,375,1,619.0,Medium/ Medium,Right
A. Granlund,28,Finland,Örebro SK,240,1,300.0,Medium/ Medium,Right
Kim Dong Min,23,South Korea,Incheon United FC,350,1,464.0,Medium/ Medium,Right
F. Kusić,22,Republic of Serbia,FC Erzgebirge Aue,425,1,744.0,Medium/ Medium,Right
A. Sorge,25,Germany,FSV Zwickau,350,1,534.0,Medium/ Medium,Right
F. Venegas,19,Mexico,CD Everton de Viña del Mar,500,1,988.0,Medium/ Medium,Left
R. Shinzato,27,Japan,Júbilo Iwata,290,1,384.0,Medium/ Medium,Right
Borja Estepa,19,Spain,Córdoba CF,575,1,1300.0,Medium/ Medium,Right
M. Solheim,30,Norway,Hammarby IF,220,1,275.0,Medium/ Medium,Right
G. Rea,23,Republic of Ireland,Luton Town,375,2,731.0,Medium/ High,Right
Rubén Mesa,26,Spain,Villarreal CF,375,5,816.0,Medium/ Medium,Right
M. Browne,20,United Kingdom,Oxford United,675,8,,High/ Medium,Right
S. Morishita,32,Japan,Júbilo Iwata,170,1,213.0,Medium/ Medium,Right
O. Kabak,18,Turkey,Galatasaray SK,575,3,1500.0,Low/ High,Right
A. Pikk,25,Estonia,Miedź Legnica,325,1,463.0,Medium/ Medium,Left
N. Espinoza,22,Chile,San Luis de Quillota,350,1,,Medium/ Medium,Right
A. Ahmed,29,Sweden,Dalkurd FF,290,1,363.0,Medium/ Medium,Right
H. Bilal,20,Turkey,Kasimpaşa SK,550,2,1200.0,Medium/ Medium,Left
J. Soto,26,Chile,Club Deportes Temuco,300,1,428.0,High/ Medium,Right
M. Léris,20,France,Chievo Verona,675,2,1600.0,Medium/ Medium,Right
M. Maier,22,Austria,FC Admira Wacker Mödling,425,2,701.0,Medium/ Medium,Right
F. Hornby,18,United Kingdom,Everton,625,7,1600.0,Medium/ Medium,Right
F. Adu Kwame,33,Ghana,Miedź Legnica,120,1,162.0,Medium/ Low,Left
M. Hamoud,33,Norway,Strømsgodset IF,120,1,150.0,Medium/ Medium,Right
I. Alba,23,Colombia,Once Caldas,325,1,463.0,Medium/ Medium,Left
A. López,19,Netherlands,KSV Cercle Brugge,575,5,,Medium/ Medium,Right
A. Akinyemi,19,Nigeria,IK Start,650,1,1200.0,Medium/ Low,Right
M. Gutiérrez,26,Uruguay,CD O'Higgins,350,1,499.0,High/ Medium,Right
G. Diaz,24,Chile,Club Deportes Temuco,325,1,463.0,High/ Medium,Left
R. ten Hove,20,Netherlands,Feyenoord,475,1,962.0,Medium/ Medium,Right
Pedro Neto,18,Portugal,Lazio,625,1,,High/ Medium,Left
C. Fagan,29,Republic of Ireland,St. Patrick's Athletic,300,1,465.0,High/ Medium,Right
M. Clayton,23,United Kingdom,Blackpool,425,2,829.0,Medium/ Low,Right
M. Litka,22,Germany,KFC Uerdingen 05,500,3,,Medium/ Medium,Left
J. McGing,24,Australia,Central Coast Mariners,325,1,431.0,Medium/ High,Right
J. Jiménez,24,Colombia,Atlético Bucaramanga,375,1,581.0,Medium/ Medium,Right
Li Peng,27,China,Shanghai Greenland Shenhua FC,300,3,668.0,Medium/ High,Right
Carlos Gracia,25,Spain,GIF Sundsvall,350,1,508.0,Medium/ Medium,Right
R. Hernández,20,Venezuela,Stabæk Fotball,600,1,1100.0,Medium/ Medium,Right
E. Yeşilyurt,24,Germany,Sivasspor,375,2,778.0,Medium/ Medium,Right
A. Jones,20,United Kingdom,St. Mirren,475,5,,Medium/ Medium,Right
G. Piscitella,25,Italy,Carpi,350,1,569.0,Medium/ Medium,Right
Samuel Manchón,21,Spain,Extremadura UD,550,1,963.0,Medium/ Medium,Right
H. Silveira,25,Uruguay,Club Atlético Tigre,400,3,630.0,Medium/ Medium,Right
Andrés Martín,18,Spain,Córdoba CF,625,1,1400.0,Medium/ Medium,Right
J. Labadie,27,United Kingdom,Newport County,300,2,525.0,High/ High,Right
P. Kristensen,31,Denmark,Aalborg BK,200,2,250.0,Medium/ Medium,Right
D. Agyei,21,United Kingdom,Burnley,475,7,998.0,High/ Medium,Left
N. Fofana,28,France,La Berrichonne de Châteauroux,240,1,420.0,Medium/ Medium,Right
A. Golec,28,Australia,Central Coast Mariners,250,1,313.0,Medium/ Medium,Left
C. Pérez,23,Colombia,Alianza Petrolera,450,1,698.0,Medium/ Medium,Right
S. Hendrie,23,United Kingdom,Southend United,325,2,593.0,Medium/ Medium,Left
J. Porsan-Clémenté,20,France,Montpellier HSC,450,4,990.0,Medium/ Medium,Right
F. Valenčič,26,Slovenia,Stabæk Fotball,375,1,497.0,Medium/ Medium,Left
K. Marsh-Brown,25,United Kingdom,Newport County,350,2,639.0,Medium/ Medium,Right
P. Retre,25,Australia,Sydney FC,300,2,398.0,Medium/ Medium,Right
G. Woods,28,United Kingdom,Hamilton Academical FC,240,1,438.0,Medium/ Medium,Right
M. Konradsen,22,Norway,FK Bodø/Glimt,450,1,653.0,Medium/ Medium,Right
R. Hardie,21,United Kingdom,Livingston FC,550,7,,Medium/ Low,Right
S. Gronsveld,22,Netherlands,FC Emmen,375,1,619.0,Medium/ Medium,Right
L. Dodds,31,United Kingdom,Port Vale,270,3,473.0,Medium/ Medium,Right
M. Shabani,19,Germany,FC Bayern München,575,5,1300.0,Medium/ Medium,Right
J. McGlashan,30,United Kingdom,Swindon Town,290,3,508.0,Medium/ Medium,Right
T. Soares,31,United Kingdom,AFC Wimbledon,260,2,455.0,Low/ Low,Right
S. Dawson,32,Republic of Ireland,Bury,230,3,403.0,Medium/ Medium,Right
T. Matsuura,29,Japan,Júbilo Iwata,300,1,375.0,Medium/ Medium,Right
D. Pelivan,22,Germany,SG Sonnenhof Großaspach,400,1,660.0,Medium/ High,Right
B. Heneghan,24,United Kingdom,Blackpool,350,2,,Medium/ Medium,Right
M. Agger,25,Denmark,Sarpsborg 08 FF,375,1,497.0,Medium/ Medium,Right
B. Waters,23,United Kingdom,Northampton Town,375,3,684.0,Medium/ High,Right
N. Delgadillo,20,Argentina,Vélez Sarsfield,675,2,1400.0,Medium/ Low,Left
T. Campanini,19,France,GFC Ajaccio,375,1,731.0,Medium/ Medium,Right
M. Raynov,26,Bulgaria,,0,0,,High/ High,Right
K. Larson,26,Sweden,IK Sirius,290,1,384.0,Medium/ Medium,Right
A. Boupendza,21,Gabon,GFC Ajaccio,500,5,,Medium/ Medium,Right
J. Hernández,21,Venezuela,Atlanta United,400,1,680.0,Medium/ High,Left
R. Mahazi,26,Australia,Western Sydney Wanderers,325,2,431.0,Medium/ High,Right
S. Kurt,21,Germany,Hertha BSC,425,3,808.0,Medium/ Low,Left
I. Al Maghrabi,26,Saudi Arabia,Al Taawoun,375,4,647.0,Medium/ Medium,Right
G. Perrulli,33,Italy,US Cremonese,180,1,288.0,Medium/ Medium,Right
K. Memija,22,Bosnia Herzegovina,Vejle Boldklub,375,2,544.0,High/ Medium,Right
S. McGinn,29,United Kingdom,St. Mirren,290,2,508.0,Low/ Medium,Right
Kim Keun Hoan,31,South Korea,Gyeongnam FC,200,1,250.0,Medium/ High,Right
M. Raynes,30,United Kingdom,Crewe Alexandra,230,3,403.0,Medium/ Medium,Right
C. Rocchia,20,France,Olympique de Marseille,600,4,1500.0,High/ Medium,Left
J. Dunne,28,United Kingdom,Swindon Town,300,3,525.0,Medium/ Medium,Right
Hou Sen,29,China,Beijing Sinobo Guoan FC,250,3,569.0,Medium/ Medium,Right
Min Junlin,24,China,Guizhou Hengfeng FC,375,2,881.0,Medium/ Medium,Right
I. Escobar,22,Argentina,Club Atlético Talleres,350,2,595.0,Medium/ Medium,Left
Pepê,20,Brazil,Portimonense SC,575,1,1600.0,Medium/ Medium,Right
D. Johnson,19,United Kingdom,Leicester City,600,4,1500.0,Medium/ Medium,Right
L. Gil,24,United States of America,Houston Dynamo,400,2,,Medium/ Medium,Right
B. Haunstrup,21,United Kingdom,Portsmouth,450,1,878.0,High/ High,Left
Lee Dong Su,24,South Korea,Jeju United FC,425,1,616.0,Medium/ Medium,Right
Q. Bena,20,France,Chamois Niortais Football Club,425,1,829.0,Medium/ High,Right
H. Türkmen,20,Turkey,Trabzonspor,400,3,880.0,Medium/ Medium,Right
B. Kyere,23,Ghana,SC Fortuna Köln,375,1,619.0,Medium/ Medium,Right
L. Pintor,17,France,Olympique Lyonnais,675,5,2000.0,Medium/ Medium,Right
Eric García,17,Spain,Manchester City,550,6,1600.0,Medium/ High,Right
A. Solano,20,Colombia,Atlético Madrid,425,5,956.0,Medium/ Medium,Right
C. Harold,25,Australia,Perth Glory,350,1,464.0,High/ Medium,Right
I. Gelios,26,Greece,FC Hansa Rostock,270,1,412.0,Medium/ Medium,Right
D. Kudła,26,Poland,Zagłębie Sosnowiec,270,1,385.0,Medium/ Medium,Right
Lee Sang Ki,22,South Korea,Pohang Steelers,375,1,544.0,High/ Medium,Right
W. Omsberg,22,United States of America,Minnesota United FC,425,1,723.0,Low/ High,Right
B. Schwarz,31,Germany,SC Preußen Münster,200,1,290.0,Medium/ High,Left
R. Koczor,29,Germany,FC Carl Zeiss Jena,240,1,366.0,Medium/ Medium,Right
T. Cicek,26,Turkey,Neuchâtel Xamax,375,2,572.0,Medium/ Low,Left
A. Mehring,24,Argentina,Godoy Cruz,325,2,536.0,Medium/ Medium,Right
M. Briceño,22,Chile,Curicó Unido,525,2,,High/ Medium,Right
P. Hellquist,27,Sweden,IF Brommapojkarna,350,1,464.0,Medium/ Medium,Right
L. Dennis,25,United Kingdom,Portsmouth,375,2,684.0,High/ Medium,Right
M. Baude,28,Germany,FC Energie Cottbus,240,1,348.0,Medium/ Medium,Right
L. Moneta,24,Poland,Zagłębie Lubin,400,2,,Medium/ Medium,Left
S. Hyodo,32,Japan,Hokkaido Consadole Sapporo,230,1,288.0,Medium/ Medium,Right
S. Økland,25,Norway,Kristiansund BK,375,1,497.0,Medium/ Medium,Right
L. Sapela,35,Poland,Miedź Legnica,70,1,95.0,Medium/ Medium,Left
J. Tell,21,France,US Orléans Loiret Football,475,4,,Medium/ Medium,Right
A. Altuna,26,Argentina,San Martin de Tucumán,325,2,496.0,Medium/ High,Right
